Hepatite,Município,cod_ibge,quantidade,code_muni,name,crs,Data,pop,Data_Formatada,Taxa
Hepatite C,Monte Belo do Sul,431238,0,4312385,Monte Belo do Sul,05Âª CRS,2020-01-01 00:00:00,2949,01/01/2020,0
Hepatite C,Monte Belo do Sul,431238,0,4312385,Monte Belo do Sul,05Âª CRS,2021-01-01 00:00:00,2967,01/01/2021,0
Hepatite C,Monte Belo do Sul,431238,1,4312385,Monte Belo do Sul,05Âª CRS,2022-01-01 00:00:00,2967,01/01/2022,"33,7"
Hepatite C,Monte Belo do Sul,431238,0,4312385,Monte Belo do Sul,05Âª CRS,2023-01-01 00:00:00,2967,01/01/2023,0
Hepatite A,Montenegro,431240,0,4312401,Montenegro,01Âª CRS,2015-01-01 00:00:00,64505,01/01/2015,0
Hepatite A,Montenegro,431240,0,4312401,Montenegro,01Âª CRS,2016-01-01 00:00:00,65094,01/01/2016,0
Hepatite A,Montenegro,431240,0,4312401,Montenegro,01Âª CRS,2017-01-01 00:00:00,66107,01/01/2017,0
Hepatite A,Montenegro,431240,0,4312401,Montenegro,01Âª CRS,2018-01-01 00:00:00,66596,01/01/2018,0
Hepatite A,Montenegro,431240,0,4312401,Montenegro,01Âª CRS,2019-01-01 00:00:00,67093,01/01/2019,0
Hepatite A,Montenegro,431240,0,4312401,Montenegro,01Âª CRS,2020-01-01 00:00:00,67184,01/01/2020,0
Hepatite A,Montenegro,431240,0,4312401,Montenegro,01Âª CRS,2021-01-01 00:00:00,67857,01/01/2021,0
Hepatite A,Montenegro,431240,0,4312401,Montenegro,01Âª CRS,2022-01-01 00:00:00,67857,01/01/2022,0
Hepatite A,Montenegro,431240,2,4312401,Montenegro,01Âª CRS,2023-01-01 00:00:00,67857,01/01/2023,"2,95"
Hepatite B,Montenegro,431240,9,4312401,Montenegro,01Âª CRS,2015-01-01 00:00:00,64505,01/01/2015,"13,95"
Hepatite B,Montenegro,431240,7,4312401,Montenegro,01Âª CRS,2016-01-01 00:00:00,65094,01/01/2016,"10,75"
Hepatite B,Montenegro,431240,8,4312401,Montenegro,01Âª CRS,2017-01-01 00:00:00,66107,01/01/2017,"12,1"
Hepatite B,Montenegro,431240,7,4312401,Montenegro,01Âª CRS,2018-01-01 00:00:00,66596,01/01/2018,"10,51"
Hepatite B,Montenegro,431240,3,4312401,Montenegro,01Âª CRS,2019-01-01 00:00:00,67093,01/01/2019,"4,47"
Hepatite B,Montenegro,431240,3,4312401,Montenegro,01Âª CRS,2020-01-01 00:00:00,67184,01/01/2020,"4,47"
Hepatite B,Montenegro,431240,2,4312401,Montenegro,01Âª CRS,2021-01-01 00:00:00,67857,01/01/2021,"2,95"
Hepatite B,Montenegro,431240,5,4312401,Montenegro,01Âª CRS,2022-01-01 00:00:00,67857,01/01/2022,"7,37"
Hepatite B,Montenegro,431240,2,4312401,Montenegro,01Âª CRS,2023-01-01 00:00:00,67857,01/01/2023,"2,95"
Hepatite C,Montenegro,431240,52,4312401,Montenegro,01Âª CRS,2015-01-01 00:00:00,64505,01/01/2015,"80,61"
Hepatite C,Montenegro,431240,51,4312401,Montenegro,01Âª CRS,2016-01-01 00:00:00,65094,01/01/2016,"78,35"
Hepatite C,Montenegro,431240,43,4312401,Montenegro,01Âª CRS,2017-01-01 00:00:00,66107,01/01/2017,"65,05"
Hepatite C,Montenegro,431240,33,4312401,Montenegro,01Âª CRS,2018-01-01 00:00:00,66596,01/01/2018,"49,55"
Hepatite C,Montenegro,431240,47,4312401,Montenegro,01Âª CRS,2019-01-01 00:00:00,67093,01/01/2019,"70,05"
Hepatite C,Montenegro,431240,17,4312401,Montenegro,01Âª CRS,2020-01-01 00:00:00,67184,01/01/2020,"25,3"
Hepatite C,Montenegro,431240,19,4312401,Montenegro,01Âª CRS,2021-01-01 00:00:00,67857,01/01/2021,28
Hepatite C,Montenegro,431240,17,4312401,Montenegro,01Âª CRS,2022-01-01 00:00:00,67857,01/01/2022,"25,05"
Hepatite C,Montenegro,431240,9,4312401,Montenegro,01Âª CRS,2023-01-01 00:00:00,67857,01/01/2023,"13,26"
Hepatite A,Mormaço,431242,0,4312427,Mormaço,06Âª CRS,2015-01-01 00:00:00,2874,01/01/2015,0
Hepatite A,Mormaço,431242,0,4312427,Mormaço,06Âª CRS,2016-01-01 00:00:00,2857,01/01/2016,0
Hepatite A,Mormaço,431242,0,4312427,Mormaço,06Âª CRS,2017-01-01 00:00:00,2972,01/01/2017,0
Hepatite A,Mormaço,431242,0,4312427,Mormaço,06Âª CRS,2018-01-01 00:00:00,2960,01/01/2018,0
Hepatite A,Mormaço,431242,0,4312427,Mormaço,06Âª CRS,2019-01-01 00:00:00,3001,01/01/2019,0
Hepatite A,Mormaço,431242,0,4312427,Mormaço,06Âª CRS,2020-01-01 00:00:00,2927,01/01/2020,0
Hepatite A,Mormaço,431242,0,4312427,Mormaço,06Âª CRS,2021-01-01 00:00:00,2954,01/01/2021,0
Hepatite A,Mormaço,431242,0,4312427,Mormaço,06Âª CRS,2022-01-01 00:00:00,2954,01/01/2022,0
Hepatite A,Mormaço,431242,0,4312427,Mormaço,06Âª CRS,2023-01-01 00:00:00,2954,01/01/2023,0
Hepatite B,Mormaço,431242,0,4312427,Mormaço,06Âª CRS,2015-01-01 00:00:00,2874,01/01/2015,0
Hepatite B,Mormaço,431242,0,4312427,Mormaço,06Âª CRS,2016-01-01 00:00:00,2857,01/01/2016,0
Hepatite B,Mormaço,431242,0,4312427,Mormaço,06Âª CRS,2017-01-01 00:00:00,2972,01/01/2017,0
Hepatite B,Mormaço,431242,0,4312427,Mormaço,06Âª CRS,2018-01-01 00:00:00,2960,01/01/2018,0
Hepatite B,Mormaço,431242,0,4312427,Mormaço,06Âª CRS,2019-01-01 00:00:00,3001,01/01/2019,0
Hepatite B,Mormaço,431242,0,4312427,Mormaço,06Âª CRS,2020-01-01 00:00:00,2927,01/01/2020,0
Hepatite B,Mormaço,431242,0,4312427,Mormaço,06Âª CRS,2021-01-01 00:00:00,2954,01/01/2021,0
Hepatite B,Mormaço,431242,0,4312427,Mormaço,06Âª CRS,2022-01-01 00:00:00,2954,01/01/2022,0
Hepatite B,Mormaço,431242,0,4312427,Mormaço,06Âª CRS,2023-01-01 00:00:00,2954,01/01/2023,0
Hepatite C,Mormaço,431242,0,4312427,Mormaço,06Âª CRS,2015-01-01 00:00:00,2874,01/01/2015,0
Hepatite C,Mormaço,431242,2,4312427,Mormaço,06Âª CRS,2016-01-01 00:00:00,2857,01/01/2016,70
Hepatite C,Mormaço,431242,0,4312427,Mormaço,06Âª CRS,2017-01-01 00:00:00,2972,01/01/2017,0
Hepatite C,Mormaço,431242,0,4312427,Mormaço,06Âª CRS,2018-01-01 00:00:00,2960,01/01/2018,0
Hepatite C,Mormaço,431242,0,4312427,Mormaço,06Âª CRS,2019-01-01 00:00:00,3001,01/01/2019,0
Hepatite C,Mormaço,431242,0,4312427,Mormaço,06Âª CRS,2020-01-01 00:00:00,2927,01/01/2020,0
Hepatite C,Mormaço,431242,0,4312427,Mormaço,06Âª CRS,2021-01-01 00:00:00,2954,01/01/2021,0
Hepatite C,Mormaço,431242,0,4312427,Mormaço,06Âª CRS,2022-01-01 00:00:00,2954,01/01/2022,0
Hepatite C,Mormaço,431242,0,4312427,Mormaço,06Âª CRS,2023-01-01 00:00:00,2954,01/01/2023,0
Hepatite A,Morrinhos do Sul,431244,2,4312443,Morrinhos do Sul,18Âª CRS,2015-01-01 00:00:00,3230,01/01/2015,"61,92"
Hepatite A,Morrinhos do Sul,431244,0,4312443,Morrinhos do Sul,18Âª CRS,2016-01-01 00:00:00,3300,01/01/2016,0
Hepatite A,Morrinhos do Sul,431244,0,4312443,Morrinhos do Sul,18Âª CRS,2017-01-01 00:00:00,3351,01/01/2017,0
Hepatite A,Morrinhos do Sul,431244,0,4312443,Morrinhos do Sul,18Âª CRS,2018-01-01 00:00:00,3440,01/01/2018,0
Hepatite A,Morrinhos do Sul,431244,0,4312443,Morrinhos do Sul,18Âª CRS,2019-01-01 00:00:00,3427,01/01/2019,0
Hepatite A,Morrinhos do Sul,431244,0,4312443,Morrinhos do Sul,18Âª CRS,2020-01-01 00:00:00,3407,01/01/2020,0
Hepatite A,Morrinhos do Sul,431244,0,4312443,Morrinhos do Sul,18Âª CRS,2021-01-01 00:00:00,3409,01/01/2021,0
Hepatite A,Morrinhos do Sul,431244,0,4312443,Morrinhos do Sul,18Âª CRS,2022-01-01 00:00:00,3409,01/01/2022,0
Hepatite A,Morrinhos do Sul,431244,0,4312443,Morrinhos do Sul,18Âª CRS,2023-01-01 00:00:00,3409,01/01/2023,0
Hepatite B,Morrinhos do Sul,431244,1,4312443,Morrinhos do Sul,18Âª CRS,2015-01-01 00:00:00,3230,01/01/2015,"30,96"
Hepatite B,Morrinhos do Sul,431244,0,4312443,Morrinhos do Sul,18Âª CRS,2016-01-01 00:00:00,3300,01/01/2016,0
Hepatite B,Morrinhos do Sul,431244,0,4312443,Morrinhos do Sul,18Âª CRS,2017-01-01 00:00:00,3351,01/01/2017,0
Hepatite B,Morrinhos do Sul,431244,0,4312443,Morrinhos do Sul,18Âª CRS,2018-01-01 00:00:00,3440,01/01/2018,0
Hepatite B,Morrinhos do Sul,431244,0,4312443,Morrinhos do Sul,18Âª CRS,2019-01-01 00:00:00,3427,01/01/2019,0
Hepatite B,Morrinhos do Sul,431244,1,4312443,Morrinhos do Sul,18Âª CRS,2020-01-01 00:00:00,3407,01/01/2020,"29,35"
Hepatite B,Morrinhos do Sul,431244,0,4312443,Morrinhos do Sul,18Âª CRS,2021-01-01 00:00:00,3409,01/01/2021,0
Hepatite B,Morrinhos do Sul,431244,0,4312443,Morrinhos do Sul,18Âª CRS,2022-01-01 00:00:00,3409,01/01/2022,0
Hepatite B,Morrinhos do Sul,431244,0,4312443,Morrinhos do Sul,18Âª CRS,2023-01-01 00:00:00,3409,01/01/2023,0
Hepatite C,Morrinhos do Sul,431244,0,4312443,Morrinhos do Sul,18Âª CRS,2015-01-01 00:00:00,3230,01/01/2015,0
Hepatite C,Morrinhos do Sul,431244,0,4312443,Morrinhos do Sul,18Âª CRS,2016-01-01 00:00:00,3300,01/01/2016,0
Hepatite C,Morrinhos do Sul,431244,0,4312443,Morrinhos do Sul,18Âª CRS,2017-01-01 00:00:00,3351,01/01/2017,0
Hepatite C,Morrinhos do Sul,431244,1,4312443,Morrinhos do Sul,18Âª CRS,2018-01-01 00:00:00,3440,01/01/2018,"29,07"
Hepatite C,Morrinhos do Sul,431244,0,4312443,Morrinhos do Sul,18Âª CRS,2019-01-01 00:00:00,3427,01/01/2019,0
Hepatite C,Morrinhos do Sul,431244,0,4312443,Morrinhos do Sul,18Âª CRS,2020-01-01 00:00:00,3407,01/01/2020,0
Hepatite C,Morrinhos do Sul,431244,0,4312443,Morrinhos do Sul,18Âª CRS,2021-01-01 00:00:00,3409,01/01/2021,0
Hepatite C,Morrinhos do Sul,431244,0,4312443,Morrinhos do Sul,18Âª CRS,2022-01-01 00:00:00,3409,01/01/2022,0
Hepatite C,Morrinhos do Sul,431244,0,4312443,Morrinhos do Sul,18Âª CRS,2023-01-01 00:00:00,3409,01/01/2023,0
Hepatite A,Morro Redondo,431245,0,4312450,Morro Redondo,03Âª CRS,2015-01-01 00:00:00,6368,01/01/2015,0
Hepatite A,Morro Redondo,431245,0,4312450,Morro Redondo,03Âª CRS,2016-01-01 00:00:00,6456,01/01/2016,0
Hepatite A,Morro Redondo,431245,0,4312450,Morro Redondo,03Âª CRS,2017-01-01 00:00:00,6545,01/01/2017,0
Hepatite A,Morro Redondo,431245,0,4312450,Morro Redondo,03Âª CRS,2018-01-01 00:00:00,6621,01/01/2018,0
Hepatite A,Morro Redondo,431245,0,4312450,Morro Redondo,03Âª CRS,2019-01-01 00:00:00,6601,01/01/2019,0
Hepatite A,Morro Redondo,431245,0,4312450,Morro Redondo,03Âª CRS,2020-01-01 00:00:00,6594,01/01/2020,0
Hepatite A,Morro Redondo,431245,0,4312450,Morro Redondo,03Âª CRS,2021-01-01 00:00:00,6519,01/01/2021,0
Hepatite A,Morro Redondo,431245,0,4312450,Morro Redondo,03Âª CRS,2022-01-01 00:00:00,6519,01/01/2022,0
Hepatite A,Morro Redondo,431245,0,4312450,Morro Redondo,03Âª CRS,2023-01-01 00:00:00,6519,01/01/2023,0
Hepatite B,Morro Redondo,431245,0,4312450,Morro Redondo,03Âª CRS,2015-01-01 00:00:00,6368,01/01/2015,0
Hepatite B,Morro Redondo,431245,0,4312450,Morro Redondo,03Âª CRS,2016-01-01 00:00:00,6456,01/01/2016,0
Hepatite B,Morro Redondo,431245,0,4312450,Morro Redondo,03Âª CRS,2017-01-01 00:00:00,6545,01/01/2017,0
Hepatite B,Morro Redondo,431245,0,4312450,Morro Redondo,03Âª CRS,2018-01-01 00:00:00,6621,01/01/2018,0
Hepatite B,Morro Redondo,431245,0,4312450,Morro Redondo,03Âª CRS,2019-01-01 00:00:00,6601,01/01/2019,0
Hepatite B,Morro Redondo,431245,0,4312450,Morro Redondo,03Âª CRS,2020-01-01 00:00:00,6594,01/01/2020,0
Hepatite B,Morro Redondo,431245,0,4312450,Morro Redondo,03Âª CRS,2021-01-01 00:00:00,6519,01/01/2021,0
Hepatite B,Morro Redondo,431245,1,4312450,Morro Redondo,03Âª CRS,2022-01-01 00:00:00,6519,01/01/2022,"15,34"
Hepatite B,Morro Redondo,431245,0,4312450,Morro Redondo,03Âª CRS,2023-01-01 00:00:00,6519,01/01/2023,0
Hepatite C,Morro Redondo,431245,2,4312450,Morro Redondo,03Âª CRS,2015-01-01 00:00:00,6368,01/01/2015,"31,41"
Hepatite C,Morro Redondo,431245,1,4312450,Morro Redondo,03Âª CRS,2016-01-01 00:00:00,6456,01/01/2016,"15,49"
Hepatite C,Morro Redondo,431245,0,4312450,Morro Redondo,03Âª CRS,2017-01-01 00:00:00,6545,01/01/2017,0
Hepatite C,Morro Redondo,431245,0,4312450,Morro Redondo,03Âª CRS,2018-01-01 00:00:00,6621,01/01/2018,0
Hepatite C,Morro Redondo,431245,2,4312450,Morro Redondo,03Âª CRS,2019-01-01 00:00:00,6601,01/01/2019,"30,3"
Hepatite C,Morro Redondo,431245,0,4312450,Morro Redondo,03Âª CRS,2020-01-01 00:00:00,6594,01/01/2020,0
Hepatite C,Morro Redondo,431245,0,4312450,Morro Redondo,03Âª CRS,2021-01-01 00:00:00,6519,01/01/2021,0
Hepatite C,Morro Redondo,431245,0,4312450,Morro Redondo,03Âª CRS,2022-01-01 00:00:00,6519,01/01/2022,0
Hepatite C,Morro Redondo,431245,2,4312450,Morro Redondo,03Âª CRS,2023-01-01 00:00:00,6519,01/01/2023,"30,68"
Hepatite A,Morro Reuter,431247,0,4312476,Morro Reuter,01Âª CRS,2015-01-01 00:00:00,6172,01/01/2015,0
Hepatite A,Morro Reuter,431247,0,4312476,Morro Reuter,01Âª CRS,2016-01-01 00:00:00,6166,01/01/2016,0
Hepatite A,Morro Reuter,431247,0,4312476,Morro Reuter,01Âª CRS,2017-01-01 00:00:00,6166,01/01/2017,0
Hepatite A,Morro Reuter,431247,0,4312476,Morro Reuter,01Âª CRS,2018-01-01 00:00:00,6341,01/01/2018,0
Hepatite A,Morro Reuter,431247,0,4312476,Morro Reuter,01Âª CRS,2019-01-01 00:00:00,6533,01/01/2019,0
Hepatite A,Morro Reuter,431247,0,4312476,Morro Reuter,01Âª CRS,2020-01-01 00:00:00,6661,01/01/2020,0
Hepatite A,Morro Reuter,431247,0,4312476,Morro Reuter,01Âª CRS,2021-01-01 00:00:00,6634,01/01/2021,0
Hepatite A,Morro Reuter,431247,0,4312476,Morro Reuter,01Âª CRS,2022-01-01 00:00:00,6634,01/01/2022,0
Hepatite A,Morro Reuter,431247,0,4312476,Morro Reuter,01Âª CRS,2023-01-01 00:00:00,6634,01/01/2023,0
Hepatite B,Morro Reuter,431247,2,4312476,Morro Reuter,01Âª CRS,2015-01-01 00:00:00,6172,01/01/2015,"32,4"
Hepatite B,Morro Reuter,431247,0,4312476,Morro Reuter,01Âª CRS,2016-01-01 00:00:00,6166,01/01/2016,0
Hepatite B,Morro Reuter,431247,0,4312476,Morro Reuter,01Âª CRS,2017-01-01 00:00:00,6166,01/01/2017,0
Hepatite B,Morro Reuter,431247,0,4312476,Morro Reuter,01Âª CRS,2018-01-01 00:00:00,6341,01/01/2018,0
Hepatite B,Morro Reuter,431247,0,4312476,Morro Reuter,01Âª CRS,2019-01-01 00:00:00,6533,01/01/2019,0
Hepatite B,Morro Reuter,431247,0,4312476,Morro Reuter,01Âª CRS,2020-01-01 00:00:00,6661,01/01/2020,0
Hepatite B,Morro Reuter,431247,0,4312476,Morro Reuter,01Âª CRS,2021-01-01 00:00:00,6634,01/01/2021,0
Hepatite B,Morro Reuter,431247,0,4312476,Morro Reuter,01Âª CRS,2022-01-01 00:00:00,6634,01/01/2022,0
Hepatite B,Morro Reuter,431247,1,4312476,Morro Reuter,01Âª CRS,2023-01-01 00:00:00,6634,01/01/2023,"15,07"
Hepatite C,Morro Reuter,431247,0,4312476,Morro Reuter,01Âª CRS,2015-01-01 00:00:00,6172,01/01/2015,0
Hepatite C,Morro Reuter,431247,0,4312476,Morro Reuter,01Âª CRS,2016-01-01 00:00:00,6166,01/01/2016,0
Hepatite C,Morro Reuter,431247,0,4312476,Morro Reuter,01Âª CRS,2017-01-01 00:00:00,6166,01/01/2017,0
Hepatite C,Morro Reuter,431247,1,4312476,Morro Reuter,01Âª CRS,2018-01-01 00:00:00,6341,01/01/2018,"15,77"
Hepatite C,Morro Reuter,431247,1,4312476,Morro Reuter,01Âª CRS,2019-01-01 00:00:00,6533,01/01/2019,"15,31"
Hepatite C,Morro Reuter,431247,1,4312476,Morro Reuter,01Âª CRS,2020-01-01 00:00:00,6661,01/01/2020,"15,01"
Hepatite C,Morro Reuter,431247,2,4312476,Morro Reuter,01Âª CRS,2021-01-01 00:00:00,6634,01/01/2021,"30,15"
Hepatite C,Morro Reuter,431247,0,4312476,Morro Reuter,01Âª CRS,2022-01-01 00:00:00,6634,01/01/2022,0
Hepatite C,Morro Reuter,431247,0,4312476,Morro Reuter,01Âª CRS,2023-01-01 00:00:00,6634,01/01/2023,0
Hepatite A,Mostardas,431250,0,4312500,Mostardas,18Âª CRS,2015-01-01 00:00:00,12431,01/01/2015,0
Hepatite A,Mostardas,431250,0,4312500,Mostardas,18Âª CRS,2016-01-01 00:00:00,12583,01/01/2016,0
Hepatite A,Mostardas,431250,0,4312500,Mostardas,18Âª CRS,2017-01-01 00:00:00,12590,01/01/2017,0
Hepatite A,Mostardas,431250,0,4312500,Mostardas,18Âª CRS,2018-01-01 00:00:00,12486,01/01/2018,0
Hepatite A,Mostardas,431250,0,4312500,Mostardas,18Âª CRS,2019-01-01 00:00:00,12494,01/01/2019,0
Hepatite A,Mostardas,431250,0,4312500,Mostardas,18Âª CRS,2020-01-01 00:00:00,12439,01/01/2020,0
Hepatite A,Mostardas,431250,0,4312500,Mostardas,18Âª CRS,2021-01-01 00:00:00,12582,01/01/2021,0
Hepatite A,Mostardas,431250,0,4312500,Mostardas,18Âª CRS,2022-01-01 00:00:00,12582,01/01/2022,0
Hepatite A,Mostardas,431250,0,4312500,Mostardas,18Âª CRS,2023-01-01 00:00:00,12582,01/01/2023,0
Hepatite B,Mostardas,431250,0,4312500,Mostardas,18Âª CRS,2015-01-01 00:00:00,12431,01/01/2015,0
Hepatite B,Mostardas,431250,0,4312500,Mostardas,18Âª CRS,2016-01-01 00:00:00,12583,01/01/2016,0
Hepatite B,Mostardas,431250,0,4312500,Mostardas,18Âª CRS,2017-01-01 00:00:00,12590,01/01/2017,0
Hepatite B,Mostardas,431250,1,4312500,Mostardas,18Âª CRS,2018-01-01 00:00:00,12486,01/01/2018,"8,01"
Hepatite B,Mostardas,431250,0,4312500,Mostardas,18Âª CRS,2019-01-01 00:00:00,12494,01/01/2019,0
Hepatite B,Mostardas,431250,0,4312500,Mostardas,18Âª CRS,2020-01-01 00:00:00,12439,01/01/2020,0
Hepatite B,Mostardas,431250,0,4312500,Mostardas,18Âª CRS,2021-01-01 00:00:00,12582,01/01/2021,0
Hepatite B,Mostardas,431250,3,4312500,Mostardas,18Âª CRS,2022-01-01 00:00:00,12582,01/01/2022,"23,84"
Hepatite B,Mostardas,431250,2,4312500,Mostardas,18Âª CRS,2023-01-01 00:00:00,12582,01/01/2023,"15,9"
Hepatite C,Mostardas,431250,5,4312500,Mostardas,18Âª CRS,2015-01-01 00:00:00,12431,01/01/2015,"40,22"
Hepatite C,Mostardas,431250,0,4312500,Mostardas,18Âª CRS,2016-01-01 00:00:00,12583,01/01/2016,0
Hepatite C,Mostardas,431250,2,4312500,Mostardas,18Âª CRS,2017-01-01 00:00:00,12590,01/01/2017,"15,89"
Hepatite C,Mostardas,431250,0,4312500,Mostardas,18Âª CRS,2018-01-01 00:00:00,12486,01/01/2018,0
Hepatite C,Mostardas,431250,1,4312500,Mostardas,18Âª CRS,2019-01-01 00:00:00,12494,01/01/2019,8
Hepatite C,Mostardas,431250,2,4312500,Mostardas,18Âª CRS,2020-01-01 00:00:00,12439,01/01/2020,"16,08"
Hepatite C,Mostardas,431250,1,4312500,Mostardas,18Âª CRS,2021-01-01 00:00:00,12582,01/01/2021,"7,95"
Hepatite C,Mostardas,431250,1,4312500,Mostardas,18Âª CRS,2022-01-01 00:00:00,12582,01/01/2022,"7,95"
Hepatite C,Mostardas,431250,1,4312500,Mostardas,18Âª CRS,2023-01-01 00:00:00,12582,01/01/2023,"7,95"
Hepatite A,Muçum,431260,0,4312609,Muçum,16Âª CRS,2015-01-01 00:00:00,5150,01/01/2015,0
Hepatite A,Muçum,431260,0,4312609,Muçum,16Âª CRS,2016-01-01 00:00:00,5139,01/01/2016,0
Hepatite A,Muçum,431260,0,4312609,Muçum,16Âª CRS,2017-01-01 00:00:00,5243,01/01/2017,0
Hepatite A,Muçum,431260,0,4312609,Muçum,16Âª CRS,2018-01-01 00:00:00,5292,01/01/2018,0
Hepatite A,Muçum,431260,0,4312609,Muçum,16Âª CRS,2019-01-01 00:00:00,5310,01/01/2019,0
Hepatite A,Muçum,431260,0,4312609,Muçum,16Âª CRS,2020-01-01 00:00:00,5271,01/01/2020,0
Hepatite A,Muçum,431260,0,4312609,Muçum,16Âª CRS,2021-01-01 00:00:00,5174,01/01/2021,0
Hepatite A,Muçum,431260,0,4312609,Muçum,16Âª CRS,2022-01-01 00:00:00,5174,01/01/2022,0
Hepatite A,Muçum,431260,0,4312609,Muçum,16Âª CRS,2023-01-01 00:00:00,5174,01/01/2023,0
Hepatite B,Muçum,431260,0,4312609,Muçum,16Âª CRS,2015-01-01 00:00:00,5150,01/01/2015,0
Hepatite B,Muçum,431260,3,4312609,Muçum,16Âª CRS,2016-01-01 00:00:00,5139,01/01/2016,"58,38"
Hepatite B,Muçum,431260,2,4312609,Muçum,16Âª CRS,2017-01-01 00:00:00,5243,01/01/2017,"38,15"
Hepatite B,Muçum,431260,2,4312609,Muçum,16Âª CRS,2018-01-01 00:00:00,5292,01/01/2018,"37,79"
Hepatite B,Muçum,431260,1,4312609,Muçum,16Âª CRS,2019-01-01 00:00:00,5310,01/01/2019,"18,83"
Hepatite B,Muçum,431260,3,4312609,Muçum,16Âª CRS,2020-01-01 00:00:00,5271,01/01/2020,"56,92"
Hepatite B,Muçum,431260,0,4312609,Muçum,16Âª CRS,2021-01-01 00:00:00,5174,01/01/2021,0
Hepatite B,Muçum,431260,0,4312609,Muçum,16Âª CRS,2022-01-01 00:00:00,5174,01/01/2022,0
Hepatite B,Muçum,431260,3,4312609,Muçum,16Âª CRS,2023-01-01 00:00:00,5174,01/01/2023,"57,98"
Hepatite C,Muçum,431260,1,4312609,Muçum,16Âª CRS,2015-01-01 00:00:00,5150,01/01/2015,"19,42"
Hepatite C,Muçum,431260,0,4312609,Muçum,16Âª CRS,2016-01-01 00:00:00,5139,01/01/2016,0
Hepatite C,Muçum,431260,1,4312609,Muçum,16Âª CRS,2017-01-01 00:00:00,5243,01/01/2017,"19,07"
Hepatite C,Muçum,431260,0,4312609,Muçum,16Âª CRS,2018-01-01 00:00:00,5292,01/01/2018,0
Hepatite C,Muçum,431260,1,4312609,Muçum,16Âª CRS,2019-01-01 00:00:00,5310,01/01/2019,"18,83"
Hepatite C,Muçum,431260,0,4312609,Muçum,16Âª CRS,2020-01-01 00:00:00,5271,01/01/2020,0
Hepatite C,Muçum,431260,0,4312609,Muçum,16Âª CRS,2021-01-01 00:00:00,5174,01/01/2021,0
Hepatite C,Muçum,431260,0,4312609,Muçum,16Âª CRS,2022-01-01 00:00:00,5174,01/01/2022,0
Hepatite C,Muçum,431260,0,4312609,Muçum,16Âª CRS,2023-01-01 00:00:00,5174,01/01/2023,0
Hepatite A,Muitos Capões,431261,0,4312617,Muitos Capões,05Âª CRS,2015-01-01 00:00:00,3010,01/01/2015,0
Hepatite A,Muitos Capões,431261,0,4312617,Muitos Capões,05Âª CRS,2016-01-01 00:00:00,3057,01/01/2016,0
Hepatite A,Muitos Capões,431261,0,4312617,Muitos Capões,05Âª CRS,2017-01-01 00:00:00,3095,01/01/2017,0
Hepatite A,Muitos Capões,431261,0,4312617,Muitos Capões,05Âª CRS,2018-01-01 00:00:00,3153,01/01/2018,0
Hepatite A,Muitos Capões,431261,0,4312617,Muitos Capões,05Âª CRS,2019-01-01 00:00:00,3103,01/01/2019,0
Hepatite A,Muitos Capões,431261,0,4312617,Muitos Capões,05Âª CRS,2020-01-01 00:00:00,3087,01/01/2020,0
Hepatite A,Muitos Capões,431261,0,4312617,Muitos Capões,05Âª CRS,2021-01-01 00:00:00,3002,01/01/2021,0
Hepatite A,Muitos Capões,431261,0,4312617,Muitos Capões,05Âª CRS,2022-01-01 00:00:00,3002,01/01/2022,0
Hepatite A,Muitos Capões,431261,0,4312617,Muitos Capões,05Âª CRS,2023-01-01 00:00:00,3002,01/01/2023,0
Hepatite B,Muitos Capões,431261,1,4312617,Muitos Capões,05Âª CRS,2015-01-01 00:00:00,3010,01/01/2015,"33,22"
Hepatite B,Muitos Capões,431261,0,4312617,Muitos Capões,05Âª CRS,2016-01-01 00:00:00,3057,01/01/2016,0
Hepatite B,Muitos Capões,431261,0,4312617,Muitos Capões,05Âª CRS,2017-01-01 00:00:00,3095,01/01/2017,0
Hepatite B,Muitos Capões,431261,0,4312617,Muitos Capões,05Âª CRS,2018-01-01 00:00:00,3153,01/01/2018,0
Hepatite B,Muitos Capões,431261,0,4312617,Muitos Capões,05Âª CRS,2019-01-01 00:00:00,3103,01/01/2019,0
Hepatite B,Muitos Capões,431261,0,4312617,Muitos Capões,05Âª CRS,2020-01-01 00:00:00,3087,01/01/2020,0
Hepatite B,Muitos Capões,431261,0,4312617,Muitos Capões,05Âª CRS,2021-01-01 00:00:00,3002,01/01/2021,0
Hepatite B,Muitos Capões,431261,0,4312617,Muitos Capões,05Âª CRS,2022-01-01 00:00:00,3002,01/01/2022,0
Hepatite B,Muitos Capões,431261,0,4312617,Muitos Capões,05Âª CRS,2023-01-01 00:00:00,3002,01/01/2023,0
Hepatite C,Muitos Capões,431261,1,4312617,Muitos Capões,05Âª CRS,2015-01-01 00:00:00,3010,01/01/2015,"33,22"
Hepatite C,Muitos Capões,431261,1,4312617,Muitos Capões,05Âª CRS,2016-01-01 00:00:00,3057,01/01/2016,"32,71"
Hepatite C,Muitos Capões,431261,0,4312617,Muitos Capões,05Âª CRS,2017-01-01 00:00:00,3095,01/01/2017,0
Hepatite C,Muitos Capões,431261,0,4312617,Muitos Capões,05Âª CRS,2018-01-01 00:00:00,3153,01/01/2018,0
